KOG_ID	ko01100_module_ID
K02551	M00116: Menaquinone_biosynthesis_chorismate_polyprenyl_PP_menaquinol
K08680	M00116: Menaquinone_biosynthesis_chorismate_polyprenyl_PP_menaquinol
K02549	M00116: Menaquinone_biosynthesis_chorismate_polyprenyl_PP_menaquinol
K01911	M00116: Menaquinone_biosynthesis_chorismate_polyprenyl_PP_menaquinol
K01661	M00116: Menaquinone_biosynthesis_chorismate_polyprenyl_PP_menaquinol
K19222	M00116: Menaquinone_biosynthesis_chorismate_polyprenyl_PP_menaquinol
K02548	M00116: Menaquinone_biosynthesis_chorismate_polyprenyl_PP_menaquinol
K03183	M00116: Menaquinone_biosynthesis_chorismate_polyprenyl_PP_menaquinol
K03181	M00117: Ubiquinone_biosynthesis_prokaryotes_chorismate_polyprenyl_PP_ubiquinol
K18240	M00117: Ubiquinone_biosynthesis_prokaryotes_chorismate_polyprenyl_PP_ubiquinol
K03179	M00117: Ubiquinone_biosynthesis_prokaryotes_chorismate_polyprenyl_PP_ubiquinol
K03182	M00117: Ubiquinone_biosynthesis_prokaryotes_chorismate_polyprenyl_PP_ubiquinol
K03186	M00117: Ubiquinone_biosynthesis_prokaryotes_chorismate_polyprenyl_PP_ubiquinol
K18800	M00117: Ubiquinone_biosynthesis_prokaryotes_chorismate_polyprenyl_PP_ubiquinol
K00568	M00117: Ubiquinone_biosynthesis_prokaryotes_chorismate_polyprenyl_PP_ubiquinol
K03185	M00117: Ubiquinone_biosynthesis_prokaryotes_chorismate_polyprenyl_PP_ubiquinol
K03183	M00117: Ubiquinone_biosynthesis_prokaryotes_chorismate_polyprenyl_PP_ubiquinol
K03184	M00117: Ubiquinone_biosynthesis_prokaryotes_chorismate_polyprenyl_PP_ubiquinol
K06134	M00117: Ubiquinone_biosynthesis_prokaryotes_chorismate_polyprenyl_PP_ubiquinol
K00568	M00117: Ubiquinone_biosynthesis_prokaryotes_chorismate_polyprenyl_PP_ubiquinol
K11204	M00118: Glutathione_biosynthesis_glutamate_glutathione
K11205	M00118: Glutathione_biosynthesis_glutamate_glutathione
K01919	M00118: Glutathione_biosynthesis_glutamate_glutathione
K21456	M00118: Glutathione_biosynthesis_glutamate_glutathione
K01920	M00118: Glutathione_biosynthesis_glutamate_glutathione
K00826	M00119: Pantothenate_biosynthesis_valine_L_aspartate_pantothenate
K00606	M00119: Pantothenate_biosynthesis_valine_L_aspartate_pantothenate
K00077	M00119: Pantothenate_biosynthesis_valine_L_aspartate_pantothenate
K01579	M00119: Pantothenate_biosynthesis_valine_L_aspartate_pantothenate
K01918	M00119: Pantothenate_biosynthesis_valine_L_aspartate_pantothenate
K13799	M00119: Pantothenate_biosynthesis_valine_L_aspartate_pantothenate
K00867	M00120: Coenzyme_A_biosynthesis_pantothenate_CoA
K03525	M00120: Coenzyme_A_biosynthesis_pantothenate_CoA
K01947	M00120: Coenzyme_A_biosynthesis_pantothenate_CoA
K09680	M00120: Coenzyme_A_biosynthesis_pantothenate_CoA
K01922	M00120: Coenzyme_A_biosynthesis_pantothenate_CoA
K21977	M00120: Coenzyme_A_biosynthesis_pantothenate_CoA
K01598	M00120: Coenzyme_A_biosynthesis_pantothenate_CoA
K13038	M00120: Coenzyme_A_biosynthesis_pantothenate_CoA
K02318	M00120: Coenzyme_A_biosynthesis_pantothenate_CoA
K00954	M00120: Coenzyme_A_biosynthesis_pantothenate_CoA
K02201	M00120: Coenzyme_A_biosynthesis_pantothenate_CoA
K00859	M00120: Coenzyme_A_biosynthesis_pantothenate_CoA
K01885	M00121: Heme_biosynthesis_plants_and_bacteria_glutamate_heme
K02492	M00121: Heme_biosynthesis_plants_and_bacteria_glutamate_heme
K01845	M00121: Heme_biosynthesis_plants_and_bacteria_glutamate_heme
K01698	M00121: Heme_biosynthesis_plants_and_bacteria_glutamate_heme
K01749	M00121: Heme_biosynthesis_plants_and_bacteria_glutamate_heme
K01719	M00121: Heme_biosynthesis_plants_and_bacteria_glutamate_heme
K13542	M00121: Heme_biosynthesis_plants_and_bacteria_glutamate_heme
K13543	M00121: Heme_biosynthesis_plants_and_bacteria_glutamate_heme
K01599	M00121: Heme_biosynthesis_plants_and_bacteria_glutamate_heme
K00228	M00121: Heme_biosynthesis_plants_and_bacteria_glutamate_heme
K02495	M00121: Heme_biosynthesis_plants_and_bacteria_glutamate_heme
K00230	M00121: Heme_biosynthesis_plants_and_bacteria_glutamate_heme
K00231	M00121: Heme_biosynthesis_plants_and_bacteria_glutamate_heme
K08973	M00121: Heme_biosynthesis_plants_and_bacteria_glutamate_heme
K01772	M00121: Heme_biosynthesis_plants_and_bacteria_glutamate_heme
K00798	M00122: Cobalamin_biosynthesis_cobyrinate_a_c_diamide_cobalamin
K19221	M00122: Cobalamin_biosynthesis_cobyrinate_a_c_diamide_cobalamin
K02232	M00122: Cobalamin_biosynthesis_cobyrinate_a_c_diamide_cobalamin
K02225	M00122: Cobalamin_biosynthesis_cobyrinate_a_c_diamide_cobalamin
K02227	M00122: Cobalamin_biosynthesis_cobyrinate_a_c_diamide_cobalamin
K02231	M00122: Cobalamin_biosynthesis_cobyrinate_a_c_diamide_cobalamin
K00768	M00122: Cobalamin_biosynthesis_cobyrinate_a_c_diamide_cobalamin
K02226	M00122: Cobalamin_biosynthesis_cobyrinate_a_c_diamide_cobalamin
K22316	M00122: Cobalamin_biosynthesis_cobyrinate_a_c_diamide_cobalamin
K02233	M00122: Cobalamin_biosynthesis_cobyrinate_a_c_diamide_cobalamin
K00652	M00123: Biotin_biosynthesis_pimeloyl_ACP_CoA_biotin
K00833	M00123: Biotin_biosynthesis_pimeloyl_ACP_CoA_biotin
K19563	M00123: Biotin_biosynthesis_pimeloyl_ACP_CoA_biotin
K01935	M00123: Biotin_biosynthesis_pimeloyl_ACP_CoA_biotin
K19562	M00123: Biotin_biosynthesis_pimeloyl_ACP_CoA_biotin
K01012	M00123: Biotin_biosynthesis_pimeloyl_ACP_CoA_biotin
K03472	M00124: Pyridoxal_P_biosynthesis_erythrose_4P_pyridoxal_P
K03473	M00124: Pyridoxal_P_biosynthesis_erythrose_4P_pyridoxal_P
K00831	M00124: Pyridoxal_P_biosynthesis_erythrose_4P_pyridoxal_P
K00097	M00124: Pyridoxal_P_biosynthesis_erythrose_4P_pyridoxal_P
K03474	M00124: Pyridoxal_P_biosynthesis_erythrose_4P_pyridoxal_P
K00275	M00124: Pyridoxal_P_biosynthesis_erythrose_4P_pyridoxal_P
K01497	M00125: Riboflavin_biosynthesis_plants_and_bacteria_GTP_riboflavin_FMN_FAD
K14652	M00125: Riboflavin_biosynthesis_plants_and_bacteria_GTP_riboflavin_FMN_FAD
K01498	M00125: Riboflavin_biosynthesis_plants_and_bacteria_GTP_riboflavin_FMN_FAD
K00082	M00125: Riboflavin_biosynthesis_plants_and_bacteria_GTP_riboflavin_FMN_FAD
K11752	M00125: Riboflavin_biosynthesis_plants_and_bacteria_GTP_riboflavin_FMN_FAD
K22912	M00125: Riboflavin_biosynthesis_plants_and_bacteria_GTP_riboflavin_FMN_FAD
K20860	M00125: Riboflavin_biosynthesis_plants_and_bacteria_GTP_riboflavin_FMN_FAD
K20861	M00125: Riboflavin_biosynthesis_plants_and_bacteria_GTP_riboflavin_FMN_FAD
K20862	M00125: Riboflavin_biosynthesis_plants_and_bacteria_GTP_riboflavin_FMN_FAD
K21063	M00125: Riboflavin_biosynthesis_plants_and_bacteria_GTP_riboflavin_FMN_FAD
K21064	M00125: Riboflavin_biosynthesis_plants_and_bacteria_GTP_riboflavin_FMN_FAD
K02858	M00125: Riboflavin_biosynthesis_plants_and_bacteria_GTP_riboflavin_FMN_FAD
K14652	M00125: Riboflavin_biosynthesis_plants_and_bacteria_GTP_riboflavin_FMN_FAD
K00794	M00125: Riboflavin_biosynthesis_plants_and_bacteria_GTP_riboflavin_FMN_FAD
K00793	M00125: Riboflavin_biosynthesis_plants_and_bacteria_GTP_riboflavin_FMN_FAD
K20884	M00125: Riboflavin_biosynthesis_plants_and_bacteria_GTP_riboflavin_FMN_FAD
K22949	M00125: Riboflavin_biosynthesis_plants_and_bacteria_GTP_riboflavin_FMN_FAD
K11753	M00125: Riboflavin_biosynthesis_plants_and_bacteria_GTP_riboflavin_FMN_FAD
K01495	M00126: Tetrahydrofolate_biosynthesis_GTP_THF
K09007	M00126: Tetrahydrofolate_biosynthesis_GTP_THF
K22391	M00126: Tetrahydrofolate_biosynthesis_GTP_THF
K01077	M00126: Tetrahydrofolate_biosynthesis_GTP_THF
K01113	M00126: Tetrahydrofolate_biosynthesis_GTP_THF
K08310	M00126: Tetrahydrofolate_biosynthesis_GTP_THF
K19965	M00126: Tetrahydrofolate_biosynthesis_GTP_THF
K13939	M00126: Tetrahydrofolate_biosynthesis_GTP_THF
K13940	M00126: Tetrahydrofolate_biosynthesis_GTP_THF
K01633	M00126: Tetrahydrofolate_biosynthesis_GTP_THF
K00950	M00126: Tetrahydrofolate_biosynthesis_GTP_THF
K00796	M00126: Tetrahydrofolate_biosynthesis_GTP_THF
K01633	M00126: Tetrahydrofolate_biosynthesis_GTP_THF
K13941	M00126: Tetrahydrofolate_biosynthesis_GTP_THF
K11754	M00126: Tetrahydrofolate_biosynthesis_GTP_THF
K20457	M00126: Tetrahydrofolate_biosynthesis_GTP_THF
K00287	M00126: Tetrahydrofolate_biosynthesis_GTP_THF
K13998	M00126: Tetrahydrofolate_biosynthesis_GTP_THF
K03148	M00127: Thiamine_biosynthesis_prokaryotes_AIR_DXP_tyrosine_TMP_TPP
K03154	M00127: Thiamine_biosynthesis_prokaryotes_AIR_DXP_tyrosine_TMP_TPP
K03151	M00127: Thiamine_biosynthesis_prokaryotes_AIR_DXP_tyrosine_TMP_TPP
K03150	M00127: Thiamine_biosynthesis_prokaryotes_AIR_DXP_tyrosine_TMP_TPP
K03149	M00127: Thiamine_biosynthesis_prokaryotes_AIR_DXP_tyrosine_TMP_TPP
K03147	M00127: Thiamine_biosynthesis_prokaryotes_AIR_DXP_tyrosine_TMP_TPP
K00941	M00127: Thiamine_biosynthesis_prokaryotes_AIR_DXP_tyrosine_TMP_TPP
K00788	M00127: Thiamine_biosynthesis_prokaryotes_AIR_DXP_tyrosine_TMP_TPP
K14153	M00127: Thiamine_biosynthesis_prokaryotes_AIR_DXP_tyrosine_TMP_TPP
K21219	M00127: Thiamine_biosynthesis_prokaryotes_AIR_DXP_tyrosine_TMP_TPP
K00946	M00127: Thiamine_biosynthesis_prokaryotes_AIR_DXP_tyrosine_TMP_TPP
K06125	M00128: Ubiquinone_biosynthesis_eukaryotes_4_hydroxybenzoate_polyprenyl_PP_ubiquinol
K06126	M00128: Ubiquinone_biosynthesis_eukaryotes_4_hydroxybenzoate_polyprenyl_PP_ubiquinol
K00591	M00128: Ubiquinone_biosynthesis_eukaryotes_4_hydroxybenzoate_polyprenyl_PP_ubiquinol
K06127	M00128: Ubiquinone_biosynthesis_eukaryotes_4_hydroxybenzoate_polyprenyl_PP_ubiquinol
K06134	M00128: Ubiquinone_biosynthesis_eukaryotes_4_hydroxybenzoate_polyprenyl_PP_ubiquinol
K00591	M00128: Ubiquinone_biosynthesis_eukaryotes_4_hydroxybenzoate_polyprenyl_PP_ubiquinol
K00963	M00129: Ascorbate_biosynthesis_animals_glucose_1P_ascorbate
K00012	M00129: Ascorbate_biosynthesis_animals_glucose_1P_ascorbate
K00699	M00129: Ascorbate_biosynthesis_animals_glucose_1P_ascorbate
K01195	M00129: Ascorbate_biosynthesis_animals_glucose_1P_ascorbate
K00002	M00129: Ascorbate_biosynthesis_animals_glucose_1P_ascorbate
K01053	M00129: Ascorbate_biosynthesis_animals_glucose_1P_ascorbate
K00103	M00129: Ascorbate_biosynthesis_animals_glucose_1P_ascorbate
K00888	M00130: Inositol_phosphate_metabolism_PI_PIP2_Ins_1_4_5_P3_Ins_1_3_4_5_P4
K19801	M00130: Inositol_phosphate_metabolism_PI_PIP2_Ins_1_4_5_P3_Ins_1_3_4_5_P4
K13711	M00130: Inositol_phosphate_metabolism_PI_PIP2_Ins_1_4_5_P3_Ins_1_3_4_5_P4
K00889	M00130: Inositol_phosphate_metabolism_PI_PIP2_Ins_1_4_5_P3_Ins_1_3_4_5_P4
K13712	M00130: Inositol_phosphate_metabolism_PI_PIP2_Ins_1_4_5_P3_Ins_1_3_4_5_P4
K01116	M00130: Inositol_phosphate_metabolism_PI_PIP2_Ins_1_4_5_P3_Ins_1_3_4_5_P4
K05857	M00130: Inositol_phosphate_metabolism_PI_PIP2_Ins_1_4_5_P3_Ins_1_3_4_5_P4
K05858	M00130: Inositol_phosphate_metabolism_PI_PIP2_Ins_1_4_5_P3_Ins_1_3_4_5_P4
K05859	M00130: Inositol_phosphate_metabolism_PI_PIP2_Ins_1_4_5_P3_Ins_1_3_4_5_P4
K05860	M00130: Inositol_phosphate_metabolism_PI_PIP2_Ins_1_4_5_P3_Ins_1_3_4_5_P4
K05861	M00130: Inositol_phosphate_metabolism_PI_PIP2_Ins_1_4_5_P3_Ins_1_3_4_5_P4
K00911	M00130: Inositol_phosphate_metabolism_PI_PIP2_Ins_1_4_5_P3_Ins_1_3_4_5_P4
K01106	M00131: Inositol_phosphate_metabolism_Ins_1_3_4_5_P4_Ins_1_3_4_P3_myo_inositol
K01107	M00131: Inositol_phosphate_metabolism_Ins_1_3_4_5_P4_Ins_1_3_4_P3_myo_inositol
K01109	M00131: Inositol_phosphate_metabolism_Ins_1_3_4_5_P4_Ins_1_3_4_P3_myo_inositol
K01092	M00131: Inositol_phosphate_metabolism_Ins_1_3_4_5_P4_Ins_1_3_4_P3_myo_inositol
K00913	M00132: Inositol_phosphate_metabolism_Ins_1_3_4_P3_phytate
K01765	M00132: Inositol_phosphate_metabolism_Ins_1_3_4_P3_phytate
K00915	M00132: Inositol_phosphate_metabolism_Ins_1_3_4_P3_phytate
K10572	M00132: Inositol_phosphate_metabolism_Ins_1_3_4_P3_phytate
K01583	M00133: Polyamine_biosynthesis_arginine_agmatine_putrescine_spermidine
K01584	M00133: Polyamine_biosynthesis_arginine_agmatine_putrescine_spermidine
K01585	M00133: Polyamine_biosynthesis_arginine_agmatine_putrescine_spermidine
K02626	M00133: Polyamine_biosynthesis_arginine_agmatine_putrescine_spermidine
K01480	M00133: Polyamine_biosynthesis_arginine_agmatine_putrescine_spermidine
K01611	M00133: Polyamine_biosynthesis_arginine_agmatine_putrescine_spermidine
K00797	M00133: Polyamine_biosynthesis_arginine_agmatine_putrescine_spermidine
K01476	M00134: Polyamine_biosynthesis_arginine_ornithine_putrescine
K01581	M00134: Polyamine_biosynthesis_arginine_ornithine_putrescine
K00657	M00135: GABA_biosynthesis_eukaryotes_putrescine_GABA
K00274	M00135: GABA_biosynthesis_eukaryotes_putrescine_GABA
K00128	M00135: GABA_biosynthesis_eukaryotes_putrescine_GABA
K14085	M00135: GABA_biosynthesis_eukaryotes_putrescine_GABA
K00149	M00135: GABA_biosynthesis_eukaryotes_putrescine_GABA
K09470	M00136: GABA_biosynthesis_prokaryotes_putrescine_GABA
K09471	M00136: GABA_biosynthesis_prokaryotes_putrescine_GABA
K09472	M00136: GABA_biosynthesis_prokaryotes_putrescine_GABA
K09473	M00136: GABA_biosynthesis_prokaryotes_putrescine_GABA
K10775	M00137: Flavanone_biosynthesis_phenylalanine_naringenin
K00487	M00137: Flavanone_biosynthesis_phenylalanine_naringenin
K01904	M00137: Flavanone_biosynthesis_phenylalanine_naringenin
K00660	M00137: Flavanone_biosynthesis_phenylalanine_naringenin
K01859	M00137: Flavanone_biosynthesis_phenylalanine_naringenin
K00475	M00138: Flavonoid_biosynthesis_naringenin_pelargonidin
K13082	M00138: Flavonoid_biosynthesis_naringenin_pelargonidin
K05277	M00138: Flavonoid_biosynthesis_naringenin_pelargonidin
K00600	M00140: C1_unit_interconversion_prokaryotes
K01491	M00140: C1_unit_interconversion_prokaryotes
K00300	M00140: C1_unit_interconversion_prokaryotes
K01500	M00140: C1_unit_interconversion_prokaryotes
K01938	M00140: C1_unit_interconversion_prokaryotes
K00600	M00141: C1_unit_interconversion_eukaryotes
K00288	M00141: C1_unit_interconversion_eukaryotes
K13403	M00141: C1_unit_interconversion_eukaryotes
K13402	M00141: C1_unit_interconversion_eukaryotes
K03878	M00142: NADH_ubiquinone_oxidoreductase_mitochondria
K03879	M00142: NADH_ubiquinone_oxidoreductase_mitochondria
K03880	M00142: NADH_ubiquinone_oxidoreductase_mitochondria
K03881	M00142: NADH_ubiquinone_oxidoreductase_mitochondria
K03882	M00142: NADH_ubiquinone_oxidoreductase_mitochondria
K03883	M00142: NADH_ubiquinone_oxidoreductase_mitochondria
K03884	M00142: NADH_ubiquinone_oxidoreductase_mitochondria
K03934	M00143: NADH_dehydrogenase_ubiquinone_Fe_S_protein_flavoprotein_complex_mitochondria
K03935	M00143: NADH_dehydrogenase_ubiquinone_Fe_S_protein_flavoprotein_complex_mitochondria
K03936	M00143: NADH_dehydrogenase_ubiquinone_Fe_S_protein_flavoprotein_complex_mitochondria
K03937	M00143: NADH_dehydrogenase_ubiquinone_Fe_S_protein_flavoprotein_complex_mitochondria
K03938	M00143: NADH_dehydrogenase_ubiquinone_Fe_S_protein_flavoprotein_complex_mitochondria
K03939	M00143: NADH_dehydrogenase_ubiquinone_Fe_S_protein_flavoprotein_complex_mitochondria
K03940	M00143: NADH_dehydrogenase_ubiquinone_Fe_S_protein_flavoprotein_complex_mitochondria
K03941	M00143: NADH_dehydrogenase_ubiquinone_Fe_S_protein_flavoprotein_complex_mitochondria
K03942	M00143: NADH_dehydrogenase_ubiquinone_Fe_S_protein_flavoprotein_complex_mitochondria
K03943	M00143: NADH_dehydrogenase_ubiquinone_Fe_S_protein_flavoprotein_complex_mitochondria
K03944	M00143: NADH_dehydrogenase_ubiquinone_Fe_S_protein_flavoprotein_complex_mitochondria
K00330	M00144: NADH_quinone_oxidoreductase_prokaryotes
K00331	M00144: NADH_quinone_oxidoreductase_prokaryotes
K00332	M00144: NADH_quinone_oxidoreductase_prokaryotes
K00333	M00144: NADH_quinone_oxidoreductase_prokaryotes
K00331	M00144: NADH_quinone_oxidoreductase_prokaryotes
K13378	M00144: NADH_quinone_oxidoreductase_prokaryotes
K13380	M00144: NADH_quinone_oxidoreductase_prokaryotes
K00334	M00144: NADH_quinone_oxidoreductase_prokaryotes
K00335	M00144: NADH_quinone_oxidoreductase_prokaryotes
K00336	M00144: NADH_quinone_oxidoreductase_prokaryotes
K00337	M00144: NADH_quinone_oxidoreductase_prokaryotes
K00338	M00144: NADH_quinone_oxidoreductase_prokaryotes
K00339	M00144: NADH_quinone_oxidoreductase_prokaryotes
K00340	M00144: NADH_quinone_oxidoreductase_prokaryotes
K00341	M00144: NADH_quinone_oxidoreductase_prokaryotes
K00342	M00144: NADH_quinone_oxidoreductase_prokaryotes
K00343	M00144: NADH_quinone_oxidoreductase_prokaryotes
K05574	M00145: NAD_P_H_quinone_oxidoreductase_chloroplasts_and_cyanobacteria
K05582	M00145: NAD_P_H_quinone_oxidoreductase_chloroplasts_and_cyanobacteria
K05581	M00145: NAD_P_H_quinone_oxidoreductase_chloroplasts_and_cyanobacteria
K05579	M00145: NAD_P_H_quinone_oxidoreductase_chloroplasts_and_cyanobacteria
K05572	M00145: NAD_P_H_quinone_oxidoreductase_chloroplasts_and_cyanobacteria
K05580	M00145: NAD_P_H_quinone_oxidoreductase_chloroplasts_and_cyanobacteria
K05578	M00145: NAD_P_H_quinone_oxidoreductase_chloroplasts_and_cyanobacteria
K05576	M00145: NAD_P_H_quinone_oxidoreductase_chloroplasts_and_cyanobacteria
K05577	M00145: NAD_P_H_quinone_oxidoreductase_chloroplasts_and_cyanobacteria
K05575	M00145: NAD_P_H_quinone_oxidoreductase_chloroplasts_and_cyanobacteria
K05573	M00145: NAD_P_H_quinone_oxidoreductase_chloroplasts_and_cyanobacteria
K05583	M00145: NAD_P_H_quinone_oxidoreductase_chloroplasts_and_cyanobacteria
K05584	M00145: NAD_P_H_quinone_oxidoreductase_chloroplasts_and_cyanobacteria
K05585	M00145: NAD_P_H_quinone_oxidoreductase_chloroplasts_and_cyanobacteria
K03945	M00146: NADH_dehydrogenase_ubiquinone_1_alpha_subcomplex
K03946	M00146: NADH_dehydrogenase_ubiquinone_1_alpha_subcomplex
K03947	M00146: NADH_dehydrogenase_ubiquinone_1_alpha_subcomplex
K03948	M00146: NADH_dehydrogenase_ubiquinone_1_alpha_subcomplex
K03949	M00146: NADH_dehydrogenase_ubiquinone_1_alpha_subcomplex
K03950	M00146: NADH_dehydrogenase_ubiquinone_1_alpha_subcomplex
K03951	M00146: NADH_dehydrogenase_ubiquinone_1_alpha_subcomplex
K03952	M00146: NADH_dehydrogenase_ubiquinone_1_alpha_subcomplex
K03953	M00146: NADH_dehydrogenase_ubiquinone_1_alpha_subcomplex
K03954	M00146: NADH_dehydrogenase_ubiquinone_1_alpha_subcomplex
K03955	M00146: NADH_dehydrogenase_ubiquinone_1_alpha_subcomplex
K03956	M00146: NADH_dehydrogenase_ubiquinone_1_alpha_subcomplex
K11352	M00146: NADH_dehydrogenase_ubiquinone_1_alpha_subcomplex
K11353	M00146: NADH_dehydrogenase_ubiquinone_1_alpha_subcomplex
K03957	M00147: NADH_dehydrogenase_ubiquinone_1_beta_subcomplex
K03958	M00147: NADH_dehydrogenase_ubiquinone_1_beta_subcomplex
K03959	M00147: NADH_dehydrogenase_ubiquinone_1_beta_subcomplex
K03960	M00147: NADH_dehydrogenase_ubiquinone_1_beta_subcomplex
K03961	M00147: NADH_dehydrogenase_ubiquinone_1_beta_subcomplex
K03962	M00147: NADH_dehydrogenase_ubiquinone_1_beta_subcomplex
K03963	M00147: NADH_dehydrogenase_ubiquinone_1_beta_subcomplex
K03964	M00147: NADH_dehydrogenase_ubiquinone_1_beta_subcomplex
K03965	M00147: NADH_dehydrogenase_ubiquinone_1_beta_subcomplex
K03966	M00147: NADH_dehydrogenase_ubiquinone_1_beta_subcomplex
K11351	M00147: NADH_dehydrogenase_ubiquinone_1_beta_subcomplex
K03967	M00147: NADH_dehydrogenase_ubiquinone_1_beta_subcomplex
K03968	M00147: NADH_dehydrogenase_ubiquinone_1_beta_subcomplex
K00236	M00148: Succinate_dehydrogenase_ubiquinone
K00237	M00148: Succinate_dehydrogenase_ubiquinone
K25801	M00148: Succinate_dehydrogenase_ubiquinone
K00234	M00148: Succinate_dehydrogenase_ubiquinone
K00235	M00148: Succinate_dehydrogenase_ubiquinone
K00241	M00149: Succinate_dehydrogenase_prokaryotes
K00242	M00149: Succinate_dehydrogenase_prokaryotes
K18859	M00149: Succinate_dehydrogenase_prokaryotes
K18860	M00149: Succinate_dehydrogenase_prokaryotes
K00239	M00149: Succinate_dehydrogenase_prokaryotes
K00240	M00149: Succinate_dehydrogenase_prokaryotes
K00244	M00150: Fumarate_reductase_prokaryotes
K00245	M00150: Fumarate_reductase_prokaryotes
K00246	M00150: Fumarate_reductase_prokaryotes
K00247	M00150: Fumarate_reductase_prokaryotes
K00412	M00151: Cytochrome_bc1_complex_respiratory_unit
K00413	M00151: Cytochrome_bc1_complex_respiratory_unit
K00410	M00151: Cytochrome_bc1_complex_respiratory_unit
K00411	M00151: Cytochrome_bc1_complex_respiratory_unit
K03886	M00151: Cytochrome_bc1_complex_respiratory_unit
K03887	M00151: Cytochrome_bc1_complex_respiratory_unit
K03888	M00151: Cytochrome_bc1_complex_respiratory_unit
K03890	M00151: Cytochrome_bc1_complex_respiratory_unit
K03891	M00151: Cytochrome_bc1_complex_respiratory_unit
K03889	M00151: Cytochrome_bc1_complex_respiratory_unit
K00411	M00152: Cytochrome_bc1_complex
K00412	M00152: Cytochrome_bc1_complex
K00413	M00152: Cytochrome_bc1_complex
K00414	M00152: Cytochrome_bc1_complex
K00415	M00152: Cytochrome_bc1_complex
K00416	M00152: Cytochrome_bc1_complex
K00417	M00152: Cytochrome_bc1_complex
K00418	M00152: Cytochrome_bc1_complex
K00419	M00152: Cytochrome_bc1_complex
K00420	M00152: Cytochrome_bc1_complex
K02257	M00154: Cytochrome_c_oxidase
K02262	M00154: Cytochrome_c_oxidase
K02256	M00154: Cytochrome_c_oxidase
K02261	M00154: Cytochrome_c_oxidase
K02263	M00154: Cytochrome_c_oxidase
K02264	M00154: Cytochrome_c_oxidase
K02265	M00154: Cytochrome_c_oxidase
K02266	M00154: Cytochrome_c_oxidase
K02267	M00154: Cytochrome_c_oxidase
K02268	M00154: Cytochrome_c_oxidase
K02270	M00154: Cytochrome_c_oxidase
K02271	M00154: Cytochrome_c_oxidase
K02272	M00154: Cytochrome_c_oxidase
K02273	M00154: Cytochrome_c_oxidase
K02258	M00154: Cytochrome_c_oxidase
K02259	M00154: Cytochrome_c_oxidase
K02260	M00154: Cytochrome_c_oxidase
K02275	M00155: Cytochrome_c_oxidase_prokaryotes
K02274	M00155: Cytochrome_c_oxidase_prokaryotes
K02276	M00155: Cytochrome_c_oxidase_prokaryotes
K15408	M00155: Cytochrome_c_oxidase_prokaryotes
K02277	M00155: Cytochrome_c_oxidase_prokaryotes
K27109	M00155: Cytochrome_c_oxidase_prokaryotes
K00404	M00156: Cytochrome_c_oxidase_cbb3_type
K00405	M00156: Cytochrome_c_oxidase_cbb3_type
K15862	M00156: Cytochrome_c_oxidase_cbb3_type
K00407	M00156: Cytochrome_c_oxidase_cbb3_type
K00406	M00156: Cytochrome_c_oxidase_cbb3_type
K02111	M00157: F_type_ATPase_prokaryotes_and_chloroplasts
K02112	M00157: F_type_ATPase_prokaryotes_and_chloroplasts
K02113	M00157: F_type_ATPase_prokaryotes_and_chloroplasts
K02114	M00157: F_type_ATPase_prokaryotes_and_chloroplasts
K02115	M00157: F_type_ATPase_prokaryotes_and_chloroplasts
K02108	M00157: F_type_ATPase_prokaryotes_and_chloroplasts
K02109	M00157: F_type_ATPase_prokaryotes_and_chloroplasts
K02110	M00157: F_type_ATPase_prokaryotes_and_chloroplasts
K02132	M00158: F_type_ATPase_eukaryotes
K02133	M00158: F_type_ATPase_eukaryotes
K02136	M00158: F_type_ATPase_eukaryotes
K02134	M00158: F_type_ATPase_eukaryotes
K02135	M00158: F_type_ATPase_eukaryotes
K02137	M00158: F_type_ATPase_eukaryotes
K02126	M00158: F_type_ATPase_eukaryotes
K02127	M00158: F_type_ATPase_eukaryotes
K02128	M00158: F_type_ATPase_eukaryotes
K02138	M00158: F_type_ATPase_eukaryotes
K02129	M00158: F_type_ATPase_eukaryotes
K01549	M00158: F_type_ATPase_eukaryotes
K02130	M00158: F_type_ATPase_eukaryotes
K02139	M00158: F_type_ATPase_eukaryotes
K02140	M00158: F_type_ATPase_eukaryotes
K02141	M00158: F_type_ATPase_eukaryotes
K02131	M00158: F_type_ATPase_eukaryotes
K02142	M00158: F_type_ATPase_eukaryotes
K02143	M00158: F_type_ATPase_eukaryotes
K02125	M00158: F_type_ATPase_eukaryotes
K02117	M00159: V_A_type_ATPase_prokaryotes
K02118	M00159: V_A_type_ATPase_prokaryotes
K02119	M00159: V_A_type_ATPase_prokaryotes
K02120	M00159: V_A_type_ATPase_prokaryotes
K02121	M00159: V_A_type_ATPase_prokaryotes
K02122	M00159: V_A_type_ATPase_prokaryotes
K02107	M00159: V_A_type_ATPase_prokaryotes
K02123	M00159: V_A_type_ATPase_prokaryotes
K02124	M00159: V_A_type_ATPase_prokaryotes
K02145	M00160: V_type_ATPase_eukaryotes
K02147	M00160: V_type_ATPase_eukaryotes
K02148	M00160: V_type_ATPase_eukaryotes
K02149	M00160: V_type_ATPase_eukaryotes
K02150	M00160: V_type_ATPase_eukaryotes
K02151	M00160: V_type_ATPase_eukaryotes
K02152	M00160: V_type_ATPase_eukaryotes
K02144	M00160: V_type_ATPase_eukaryotes
K02154	M00160: V_type_ATPase_eukaryotes
